AnalyticalRecord,Passage,Analysis,List
urn:cite:ptolemy:geotype_ex.965,urn:cts:greekLit:tlg0363.tlg009.hc01:5.18.6,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.966,urn:cts:greekLit:tlg0363.tlg009.hc01:5.18.7,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.967,urn:cts:greekLit:tlg0363.tlg009.hc01:5.18.8,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.968,urn:cts:greekLit:tlg0363.tlg009.hc01:5.18.9,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.969,urn:cts:greekLit:tlg0363.tlg009.hc01:5.18.10,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.970,urn:cts:greekLit:tlg0363.tlg009.hc01:5.18.11,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.971,urn:cts:greekLit:tlg0363.tlg009.hc01:5.18.12,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.972,urn:cts:greekLit:tlg0363.tlg009.hc01:5.18.13,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.973,urn:cts:greekLit:tlg0363.tlg009.hc01:5.19.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.974,urn:cts:greekLit:tlg0363.tlg009.hc01:5.19.2,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.975,urn:cts:greekLit:tlg0363.tlg009.hc01:5.19.3,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.976,urn:cts:greekLit:tlg0363.tlg009.hc01:5.19.4,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.977,urn:cts:greekLit:tlg0363.tlg009.hc01:5.19.5,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.978,urn:cts:greekLit:tlg0363.tlg009.hc01:5.19.6,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.979,urn:cts:greekLit:tlg0363.tlg009.hc01:5.19.7,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.980,urn:cts:greekLit:tlg0363.tlg009.hc01:5.20.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.981,urn:cts:greekLit:tlg0363.tlg009.hc01:5.20.2,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.982,urn:cts:greekLit:tlg0363.tlg009.hc01:5.20.3,urn:cite:ptolemy:geotype.2,
urn:cite:ptolemy:geotype_ex.983,urn:cts:greekLit:tlg0363.tlg009.hc01:5.20.4,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.984,urn:cts:greekLit:tlg0363.tlg009.hc01:5.20.5,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.985,urn:cts:greekLit:tlg0363.tlg009.hc01:5.20.6,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.986,urn:cts:greekLit:tlg0363.tlg009.hc01:5.20.7,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.987,urn:cts:greekLit:tlg0363.tlg009.hc01:5.20.8,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.988,urn:cts:greekLit:tlg0363.tlg009.hc01:6.1.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.989,urn:cts:greekLit:tlg0363.tlg009.hc01:6.1.2,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.990,urn:cts:greekLit:tlg0363.tlg009.hc01:6.1.3,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.991,urn:cts:greekLit:tlg0363.tlg009.hc01:6.1.4,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.992,urn:cts:greekLit:tlg0363.tlg009.hc01:6.1.5,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.993,urn:cts:greekLit:tlg0363.tlg009.hc01:6.1.6,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.994,urn:cts:greekLit:tlg0363.tlg009.hc01:6.1.7,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.995,urn:cts:greekLit:tlg0363.tlg009.hc01:6.2.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.996,urn:cts:greekLit:tlg0363.tlg009.hc01:6.2.2,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.997,urn:cts:greekLit:tlg0363.tlg009.hc01:6.2.3,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.998,urn:cts:greekLit:tlg0363.tlg009.hc01:6.2.4,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.999,urn:cts:greekLit:tlg0363.tlg009.hc01:6.2.5,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.1000,urn:cts:greekLit:tlg0363.tlg009.hc01:6.2.6,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.1001,urn:cts:greekLit:tlg0363.tlg009.hc01:6.2.7,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.1002,urn:cts:greekLit:tlg0363.tlg009.hc01:6.2.8,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1003,urn:cts:greekLit:tlg0363.tlg009.hc01:6.2.9,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1004,urn:cts:greekLit:tlg0363.tlg009.hc01:6.2.10,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1005,urn:cts:greekLit:tlg0363.tlg009.hc01:6.2.11,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1006,urn:cts:greekLit:tlg0363.tlg009.hc01:6.2.12,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1007,urn:cts:greekLit:tlg0363.tlg009.hc01:6.2.13,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1008,urn:cts:greekLit:tlg0363.tlg009.hc01:6.2.14,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1009,urn:cts:greekLit:tlg0363.tlg009.hc01:6.2.15,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1010,urn:cts:greekLit:tlg0363.tlg009.hc01:6.2.16,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1011,urn:cts:greekLit:tlg0363.tlg009.hc01:6.2.17,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1012,urn:cts:greekLit:tlg0363.tlg009.hc01:6.2.18,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1013,urn:cts:greekLit:tlg0363.tlg009.hc01:6.3.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.1014,urn:cts:greekLit:tlg0363.tlg009.hc01:6.3.2,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1015,urn:cts:greekLit:tlg0363.tlg009.hc01:6.3.3,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.1016,urn:cts:greekLit:tlg0363.tlg009.hc01:6.3.4,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1017,urn:cts:greekLit:tlg0363.tlg009.hc01:6.3.5,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1018,urn:cts:greekLit:tlg0363.tlg009.hc01:6.3.6,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.1019,urn:cts:greekLit:tlg0363.tlg009.hc01:6.4.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.1020,urn:cts:greekLit:tlg0363.tlg009.hc01:6.4.2,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1021,urn:cts:greekLit:tlg0363.tlg009.hc01:6.4.3,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.1022,urn:cts:greekLit:tlg0363.tlg009.hc01:6.4.4,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1023,urn:cts:greekLit:tlg0363.tlg009.hc01:6.4.5,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1024,urn:cts:greekLit:tlg0363.tlg009.hc01:6.4.6,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1025,urn:cts:greekLit:tlg0363.tlg009.hc01:6.4.7,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1026,urn:cts:greekLit:tlg0363.tlg009.hc01:6.4.8,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.1027,urn:cts:greekLit:tlg0363.tlg009.hc01:6.5.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.1028,urn:cts:greekLit:tlg0363.tlg009.hc01:6.5.2,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1029,urn:cts:greekLit:tlg0363.tlg009.hc01:6.5.3,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1030,urn:cts:greekLit:tlg0363.tlg009.hc01:6.5.4,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1031,urn:cts:greekLit:tlg0363.tlg009.hc01:6.6.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.1032,urn:cts:greekLit:tlg0363.tlg009.hc01:6.6.2,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.1033,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.1034,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7.2,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1035,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7.3,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1036,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7.4,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.1037,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7.5,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1038,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7.6,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1039,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7.7,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1040,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7.8,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1041,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7.9,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1042,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7.10,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1043,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7.11,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1044,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7.12,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1045,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7.13,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1046,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7.14,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1047,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7.15,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1048,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7.16,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1049,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7.17,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1050,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7.18,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1051,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7.19,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1052,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7.20,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.1053,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7.21,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.1054,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7.22,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.1055,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7.23,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.1056,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7.24,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.1057,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7.25,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.1058,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7.26,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.1059,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7.27,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1060,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7.28,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1061,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7.29,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1062,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7.30,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1063,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7.31,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1064,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7.32,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1065,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7.33,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1066,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7.34,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1067,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7.35,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1068,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7.36,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1069,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7.37,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1070,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7.38,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1071,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7.39,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1072,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7.40,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1073,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7.41,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1074,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7.42,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1075,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7.43,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.1076,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7.44,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.1077,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7.45,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.1078,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7.46,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.1079,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7.47,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.1080,urn:cts:greekLit:tlg0363.tlg009.hc01:6.8.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.1081,urn:cts:greekLit:tlg0363.tlg009.hc01:6.8.2,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.1082,urn:cts:greekLit:tlg0363.tlg009.hc01:6.8.3,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.1083,urn:cts:greekLit:tlg0363.tlg009.hc01:6.8.4,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1084,urn:cts:greekLit:tlg0363.tlg009.hc01:6.8.5,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1085,urn:cts:greekLit:tlg0363.tlg009.hc01:6.8.6,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.1086,urn:cts:greekLit:tlg0363.tlg009.hc01:6.8.7,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1087,urn:cts:greekLit:tlg0363.tlg009.hc01:6.8.8,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1088,urn:cts:greekLit:tlg0363.tlg009.hc01:6.8.9,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1089,urn:cts:greekLit:tlg0363.tlg009.hc01:6.8.10,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.1090,urn:cts:greekLit:tlg0363.tlg009.hc01:6.8.11,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.1091,urn:cts:greekLit:tlg0363.tlg009.hc01:6.8.12,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.1092,urn:cts:greekLit:tlg0363.tlg009.hc01:6.8.13,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1093,urn:cts:greekLit:tlg0363.tlg009.hc01:6.8.14,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1094,urn:cts:greekLit:tlg0363.tlg009.hc01:6.8.15,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.1095,urn:cts:greekLit:tlg0363.tlg009.hc01:6.8.16,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.1096,urn:cts:greekLit:tlg0363.tlg009.hc01:6.9.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.1097,urn:cts:greekLit:tlg0363.tlg009.hc01:6.9.2,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1098,urn:cts:greekLit:tlg0363.tlg009.hc01:6.9.3,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1099,urn:cts:greekLit:tlg0363.tlg009.hc01:6.9.4,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.1100,urn:cts:greekLit:tlg0363.tlg009.hc01:6.9.5,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.1101,urn:cts:greekLit:tlg0363.tlg009.hc01:6.9.6,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1102,urn:cts:greekLit:tlg0363.tlg009.hc01:6.9.7,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1103,urn:cts:greekLit:tlg0363.tlg009.hc01:6.9.8,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.1104,urn:cts:greekLit:tlg0363.tlg009.hc01:6.10.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.1105,urn:cts:greekLit:tlg0363.tlg009.hc01:6.10.2,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.1106,urn:cts:greekLit:tlg0363.tlg009.hc01:6.10.3,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1107,urn:cts:greekLit:tlg0363.tlg009.hc01:6.10.4,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1108,urn:cts:greekLit:tlg0363.tlg009.hc01:6.11.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.1109,urn:cts:greekLit:tlg0363.tlg009.hc01:6.11.2,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.1110,urn:cts:greekLit:tlg0363.tlg009.hc01:6.11.3,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.1111,urn:cts:greekLit:tlg0363.tlg009.hc01:6.11.4,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.1112,urn:cts:greekLit:tlg0363.tlg009.hc01:6.11.5,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.1113,urn:cts:greekLit:tlg0363.tlg009.hc01:6.11.6,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.1114,urn:cts:greekLit:tlg0363.tlg009.hc01:6.11.7,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1115,urn:cts:greekLit:tlg0363.tlg009.hc01:6.11.8,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1116,urn:cts:greekLit:tlg0363.tlg009.hc01:6.11.9,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1117,urn:cts:greekLit:tlg0363.tlg009.hc01:6.12.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.1118,urn:cts:greekLit:tlg0363.tlg009.hc01:6.12.2,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.1119,urn:cts:greekLit:tlg0363.tlg009.hc01:6.12.3,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.1120,urn:cts:greekLit:tlg0363.tlg009.hc01:6.12.4,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.1121,urn:cts:greekLit:tlg0363.tlg009.hc01:6.12.5,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1122,urn:cts:greekLit:tlg0363.tlg009.hc01:6.12.6,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1123,urn:cts:greekLit:tlg0363.tlg009.hc01:6.13.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.1124,urn:cts:greekLit:tlg0363.tlg009.hc01:6.13.2,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1125,urn:cts:greekLit:tlg0363.tlg009.hc01:6.13.3,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.1126,urn:cts:greekLit:tlg0363.tlg009.hc01:6.14.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.1127,urn:cts:greekLit:tlg0363.tlg009.hc01:6.14.2,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1128,urn:cts:greekLit:tlg0363.tlg009.hc01:6.14.3,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.1129,urn:cts:greekLit:tlg0363.tlg009.hc01:6.14.4,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.1130,urn:cts:greekLit:tlg0363.tlg009.hc01:6.14.5,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.1131,urn:cts:greekLit:tlg0363.tlg009.hc01:6.14.6,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.1132,urn:cts:greekLit:tlg0363.tlg009.hc01:6.14.7,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.1133,urn:cts:greekLit:tlg0363.tlg009.hc01:6.14.8,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.1134,urn:cts:greekLit:tlg0363.tlg009.hc01:6.14.9,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.1135,urn:cts:greekLit:tlg0363.tlg009.hc01:6.14.10,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.1136,urn:cts:greekLit:tlg0363.tlg009.hc01:6.14.11,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.1137,urn:cts:greekLit:tlg0363.tlg009.hc01:6.14.12,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.1138,urn:cts:greekLit:tlg0363.tlg009.hc01:6.14.13,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.1139,urn:cts:greekLit:tlg0363.tlg009.hc01:6.14.14,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1140,urn:cts:greekLit:tlg0363.tlg009.hc01:6.15.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.1141,urn:cts:greekLit:tlg0363.tlg009.hc01:6.15.2,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.1142,urn:cts:greekLit:tlg0363.tlg009.hc01:6.15.3,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.1143,urn:cts:greekLit:tlg0363.tlg009.hc01:6.15.4,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1144,urn:cts:greekLit:tlg0363.tlg009.hc01:6.16.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.1145,urn:cts:greekLit:tlg0363.tlg009.hc01:6.16.2,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.1146,urn:cts:greekLit:tlg0363.tlg009.hc01:6.16.3,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.1147,urn:cts:greekLit:tlg0363.tlg009.hc01:6.16.4,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.1148,urn:cts:greekLit:tlg0363.tlg009.hc01:6.16.5,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.1149,urn:cts:greekLit:tlg0363.tlg009.hc01:6.16.6,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1150,urn:cts:greekLit:tlg0363.tlg009.hc01:6.16.7,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1151,urn:cts:greekLit:tlg0363.tlg009.hc01:6.16.8,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1152,urn:cts:greekLit:tlg0363.tlg009.hc01:6.17.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.1153,urn:cts:greekLit:tlg0363.tlg009.hc01:6.17.2,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.1154,urn:cts:greekLit:tlg0363.tlg009.hc01:6.17.3,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.1155,urn:cts:greekLit:tlg0363.tlg009.hc01:6.17.4,urn:cite:ptolemy:geotype.4,
