URN,Passage,Analysis
urn:cite:ptolemy:geotype_ex.1306,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2,urn:cite:ptolemy:geotype.5
urn:cite:ptolemy:geotype_ex.1307,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2,urn:cite:ptolemy:geotype.5
urn:cite:ptolemy:geotype_ex.1308,urn:cts:greekLit:tlg0363.tlg009.hc01:7.3,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.1309,urn:cts:greekLit:tlg0363.tlg009.hc01:7.3,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1310,urn:cts:greekLit:tlg0363.tlg009.hc01:7.3,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1311,urn:cts:greekLit:tlg0363.tlg009.hc01:7.3,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.1312,urn:cts:greekLit:tlg0363.tlg009.hc01:7.3,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1313,urn:cts:greekLit:tlg0363.tlg009.hc01:7.3,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1314,urn:cts:greekLit:tlg0363.tlg009.hc01:7.4,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.1315,urn:cts:greekLit:tlg0363.tlg009.hc01:7.4,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1316,urn:cts:greekLit:tlg0363.tlg009.hc01:7.4,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1317,urn:cts:greekLit:tlg0363.tlg009.hc01:7.4,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1318,urn:cts:greekLit:tlg0363.tlg009.hc01:7.4,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1319,urn:cts:greekLit:tlg0363.tlg009.hc01:7.4,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1320,urn:cts:greekLit:tlg0363.tlg009.hc01:7.4,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1321,urn:cts:greekLit:tlg0363.tlg009.hc01:7.4,urn:cite:ptolemy:geotype.6
urn:cite:ptolemy:geotype_ex.1322,urn:cts:greekLit:tlg0363.tlg009.hc01:7.4,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.1323,urn:cts:greekLit:tlg0363.tlg009.hc01:7.4,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1324,urn:cts:greekLit:tlg0363.tlg009.hc01:7.4,urn:cite:ptolemy:geotype.5
urn:cite:ptolemy:geotype_ex.1325,urn:cts:greekLit:tlg0363.tlg009.hc01:7.4,urn:cite:ptolemy:geotype.5
urn:cite:ptolemy:geotype_ex.1326,urn:cts:greekLit:tlg0363.tlg009.hc01:7.4,urn:cite:ptolemy:geotype.5
