URN,Passage,Analysis
urn:cite:ptolemy:geotype_ex.906,urn:cts:greekLit:tlg0363.tlg009.hc01:5.13,urn:cite:ptolemy:geotype.2
urn:cite:ptolemy:geotype_ex.907,urn:cts:greekLit:tlg0363.tlg009.hc01:5.13,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.908,urn:cts:greekLit:tlg0363.tlg009.hc01:5.13,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.909,urn:cts:greekLit:tlg0363.tlg009.hc01:5.14,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.910,urn:cts:greekLit:tlg0363.tlg009.hc01:5.14,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.911,urn:cts:greekLit:tlg0363.tlg009.hc01:5.14,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.912,urn:cts:greekLit:tlg0363.tlg009.hc01:5.14,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.913,urn:cts:greekLit:tlg0363.tlg009.hc01:5.14,urn:cite:ptolemy:geotype.2
urn:cite:ptolemy:geotype_ex.914,urn:cts:greekLit:tlg0363.tlg009.hc01:5.14,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.915,urn:cts:greekLit:tlg0363.tlg009.hc01:5.14,urn:cite:ptolemy:geotype.5
urn:cite:ptolemy:geotype_ex.916,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.917,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.918,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.919,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.920,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.921,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.922,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.923,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15,urn:cite:ptolemy:geotype.6
urn:cite:ptolemy:geotype_ex.924,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15,urn:cite:ptolemy:geotype.10
urn:cite:ptolemy:geotype_ex.925,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.926,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.927,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.928,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.929,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.930,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.931,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.932,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.933,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.934,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.935,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.936,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.937,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.938,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.939,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.940,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.941,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.942,urn:cts:greekLit:tlg0363.tlg009.hc01:5.15,urn:cite:ptolemy:geotype.5
urn:cite:ptolemy:geotype_ex.943,urn:cts:greekLit:tlg0363.tlg009.hc01:5.16,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.944,urn:cts:greekLit:tlg0363.tlg009.hc01:5.16,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.945,urn:cts:greekLit:tlg0363.tlg009.hc01:5.16,urn:cite:ptolemy:geotype.10
urn:cite:ptolemy:geotype_ex.946,urn:cts:greekLit:tlg0363.tlg009.hc01:5.16,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.947,urn:cts:greekLit:tlg0363.tlg009.hc01:5.16,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.948,urn:cts:greekLit:tlg0363.tlg009.hc01:5.16,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.949,urn:cts:greekLit:tlg0363.tlg009.hc01:5.16,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.950,urn:cts:greekLit:tlg0363.tlg009.hc01:5.16,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.951,urn:cts:greekLit:tlg0363.tlg009.hc01:5.16,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.952,urn:cts:greekLit:tlg0363.tlg009.hc01:5.16,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.953,urn:cts:greekLit:tlg0363.tlg009.hc01:5.17,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.954,urn:cts:greekLit:tlg0363.tlg009.hc01:5.17,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.955,urn:cts:greekLit:tlg0363.tlg009.hc01:5.17,urn:cite:ptolemy:geotype.6
urn:cite:ptolemy:geotype_ex.956,urn:cts:greekLit:tlg0363.tlg009.hc01:5.17,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.957,urn:cts:greekLit:tlg0363.tlg009.hc01:5.17,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.958,urn:cts:greekLit:tlg0363.tlg009.hc01:5.17,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.959,urn:cts:greekLit:tlg0363.tlg009.hc01:5.17,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.960,urn:cts:greekLit:tlg0363.tlg009.hc01:5.18,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.961,urn:cts:greekLit:tlg0363.tlg009.hc01:5.18,urn:cite:ptolemy:geotype.6
urn:cite:ptolemy:geotype_ex.962,urn:cts:greekLit:tlg0363.tlg009.hc01:5.18,urn:cite:ptolemy:geotype.10
urn:cite:ptolemy:geotype_ex.963,urn:cts:greekLit:tlg0363.tlg009.hc01:5.18,urn:cite:ptolemy:geotype.2
urn:cite:ptolemy:geotype_ex.964,urn:cts:greekLit:tlg0363.tlg009.hc01:5.18,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.965,urn:cts:greekLit:tlg0363.tlg009.hc01:5.18,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.966,urn:cts:greekLit:tlg0363.tlg009.hc01:5.18,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.967,urn:cts:greekLit:tlg0363.tlg009.hc01:5.18,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.968,urn:cts:greekLit:tlg0363.tlg009.hc01:5.18,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.969,urn:cts:greekLit:tlg0363.tlg009.hc01:5.18,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.970,urn:cts:greekLit:tlg0363.tlg009.hc01:5.18,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.971,urn:cts:greekLit:tlg0363.tlg009.hc01:5.18,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.972,urn:cts:greekLit:tlg0363.tlg009.hc01:5.18,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.973,urn:cts:greekLit:tlg0363.tlg009.hc01:5.19,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.974,urn:cts:greekLit:tlg0363.tlg009.hc01:5.19,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.975,urn:cts:greekLit:tlg0363.tlg009.hc01:5.19,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.976,urn:cts:greekLit:tlg0363.tlg009.hc01:5.19,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.977,urn:cts:greekLit:tlg0363.tlg009.hc01:5.19,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.978,urn:cts:greekLit:tlg0363.tlg009.hc01:5.19,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.979,urn:cts:greekLit:tlg0363.tlg009.hc01:5.19,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.980,urn:cts:greekLit:tlg0363.tlg009.hc01:5.20,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.981,urn:cts:greekLit:tlg0363.tlg009.hc01:5.20,urn:cite:ptolemy:geotype.10
urn:cite:ptolemy:geotype_ex.982,urn:cts:greekLit:tlg0363.tlg009.hc01:5.20,urn:cite:ptolemy:geotype.2
urn:cite:ptolemy:geotype_ex.983,urn:cts:greekLit:tlg0363.tlg009.hc01:5.20,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.984,urn:cts:greekLit:tlg0363.tlg009.hc01:5.20,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.985,urn:cts:greekLit:tlg0363.tlg009.hc01:5.20,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.986,urn:cts:greekLit:tlg0363.tlg009.hc01:5.20,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.987,urn:cts:greekLit:tlg0363.tlg009.hc01:5.20,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.988,urn:cts:greekLit:tlg0363.tlg009.hc01:6.1,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.989,urn:cts:greekLit:tlg0363.tlg009.hc01:6.1,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.990,urn:cts:greekLit:tlg0363.tlg009.hc01:6.1,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.991,urn:cts:greekLit:tlg0363.tlg009.hc01:6.1,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.992,urn:cts:greekLit:tlg0363.tlg009.hc01:6.1,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.993,urn:cts:greekLit:tlg0363.tlg009.hc01:6.1,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.994,urn:cts:greekLit:tlg0363.tlg009.hc01:6.1,urn:cite:ptolemy:geotype.10
urn:cite:ptolemy:geotype_ex.995,urn:cts:greekLit:tlg0363.tlg009.hc01:6.2,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.996,urn:cts:greekLit:tlg0363.tlg009.hc01:6.2,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.997,urn:cts:greekLit:tlg0363.tlg009.hc01:6.2,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.998,urn:cts:greekLit:tlg0363.tlg009.hc01:6.2,urn:cite:ptolemy:geotype.6
urn:cite:ptolemy:geotype_ex.999,urn:cts:greekLit:tlg0363.tlg009.hc01:6.2,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.1000,urn:cts:greekLit:tlg0363.tlg009.hc01:6.2,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.1001,urn:cts:greekLit:tlg0363.tlg009.hc01:6.2,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.1002,urn:cts:greekLit:tlg0363.tlg009.hc01:6.2,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1003,urn:cts:greekLit:tlg0363.tlg009.hc01:6.2,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1004,urn:cts:greekLit:tlg0363.tlg009.hc01:6.2,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1005,urn:cts:greekLit:tlg0363.tlg009.hc01:6.2,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1006,urn:cts:greekLit:tlg0363.tlg009.hc01:6.2,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1007,urn:cts:greekLit:tlg0363.tlg009.hc01:6.2,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1008,urn:cts:greekLit:tlg0363.tlg009.hc01:6.2,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1009,urn:cts:greekLit:tlg0363.tlg009.hc01:6.2,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1010,urn:cts:greekLit:tlg0363.tlg009.hc01:6.2,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1011,urn:cts:greekLit:tlg0363.tlg009.hc01:6.2,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1012,urn:cts:greekLit:tlg0363.tlg009.hc01:6.2,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1013,urn:cts:greekLit:tlg0363.tlg009.hc01:6.3,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.1014,urn:cts:greekLit:tlg0363.tlg009.hc01:6.3,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1015,urn:cts:greekLit:tlg0363.tlg009.hc01:6.3,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.1016,urn:cts:greekLit:tlg0363.tlg009.hc01:6.3,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1017,urn:cts:greekLit:tlg0363.tlg009.hc01:6.3,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1018,urn:cts:greekLit:tlg0363.tlg009.hc01:6.3,urn:cite:ptolemy:geotype.5
urn:cite:ptolemy:geotype_ex.1019,urn:cts:greekLit:tlg0363.tlg009.hc01:6.4,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.1020,urn:cts:greekLit:tlg0363.tlg009.hc01:6.4,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1021,urn:cts:greekLit:tlg0363.tlg009.hc01:6.4,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.1022,urn:cts:greekLit:tlg0363.tlg009.hc01:6.4,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1023,urn:cts:greekLit:tlg0363.tlg009.hc01:6.4,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1024,urn:cts:greekLit:tlg0363.tlg009.hc01:6.4,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1025,urn:cts:greekLit:tlg0363.tlg009.hc01:6.4,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1026,urn:cts:greekLit:tlg0363.tlg009.hc01:6.4,urn:cite:ptolemy:geotype.5
urn:cite:ptolemy:geotype_ex.1027,urn:cts:greekLit:tlg0363.tlg009.hc01:6.5,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.1028,urn:cts:greekLit:tlg0363.tlg009.hc01:6.5,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1029,urn:cts:greekLit:tlg0363.tlg009.hc01:6.5,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1030,urn:cts:greekLit:tlg0363.tlg009.hc01:6.5,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1031,urn:cts:greekLit:tlg0363.tlg009.hc01:6.6,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.1032,urn:cts:greekLit:tlg0363.tlg009.hc01:6.6,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.1033,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.1034,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1035,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1036,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.1037,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1038,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1039,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1040,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1041,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1042,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1043,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1044,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1045,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1046,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1047,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1048,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1049,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1050,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1051,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1052,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7,urn:cite:ptolemy:geotype.6
urn:cite:ptolemy:geotype_ex.1053,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.1054,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.1055,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.1056,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.1057,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.1058,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.1059,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1060,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1061,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1062,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1063,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1064,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1065,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1066,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1067,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1068,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1069,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1070,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1071,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1072,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1073,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1074,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1075,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7,urn:cite:ptolemy:geotype.5
urn:cite:ptolemy:geotype_ex.1076,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7,urn:cite:ptolemy:geotype.5
urn:cite:ptolemy:geotype_ex.1077,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7,urn:cite:ptolemy:geotype.5
urn:cite:ptolemy:geotype_ex.1078,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7,urn:cite:ptolemy:geotype.5
urn:cite:ptolemy:geotype_ex.1079,urn:cts:greekLit:tlg0363.tlg009.hc01:6.7,urn:cite:ptolemy:geotype.5
urn:cite:ptolemy:geotype_ex.1080,urn:cts:greekLit:tlg0363.tlg009.hc01:6.8,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.1081,urn:cts:greekLit:tlg0363.tlg009.hc01:6.8,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.1082,urn:cts:greekLit:tlg0363.tlg009.hc01:6.8,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.1083,urn:cts:greekLit:tlg0363.tlg009.hc01:6.8,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1084,urn:cts:greekLit:tlg0363.tlg009.hc01:6.8,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1085,urn:cts:greekLit:tlg0363.tlg009.hc01:6.8,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.1086,urn:cts:greekLit:tlg0363.tlg009.hc01:6.8,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1087,urn:cts:greekLit:tlg0363.tlg009.hc01:6.8,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1088,urn:cts:greekLit:tlg0363.tlg009.hc01:6.8,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1089,urn:cts:greekLit:tlg0363.tlg009.hc01:6.8,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.1090,urn:cts:greekLit:tlg0363.tlg009.hc01:6.8,urn:cite:ptolemy:geotype.6
urn:cite:ptolemy:geotype_ex.1091,urn:cts:greekLit:tlg0363.tlg009.hc01:6.8,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.1092,urn:cts:greekLit:tlg0363.tlg009.hc01:6.8,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1093,urn:cts:greekLit:tlg0363.tlg009.hc01:6.8,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1094,urn:cts:greekLit:tlg0363.tlg009.hc01:6.8,urn:cite:ptolemy:geotype.5
urn:cite:ptolemy:geotype_ex.1095,urn:cts:greekLit:tlg0363.tlg009.hc01:6.8,urn:cite:ptolemy:geotype.5
urn:cite:ptolemy:geotype_ex.1096,urn:cts:greekLit:tlg0363.tlg009.hc01:6.9,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.1097,urn:cts:greekLit:tlg0363.tlg009.hc01:6.9,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1098,urn:cts:greekLit:tlg0363.tlg009.hc01:6.9,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1099,urn:cts:greekLit:tlg0363.tlg009.hc01:6.9,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.1100,urn:cts:greekLit:tlg0363.tlg009.hc01:6.9,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.1101,urn:cts:greekLit:tlg0363.tlg009.hc01:6.9,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1102,urn:cts:greekLit:tlg0363.tlg009.hc01:6.9,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1103,urn:cts:greekLit:tlg0363.tlg009.hc01:6.9,urn:cite:ptolemy:geotype.5
urn:cite:ptolemy:geotype_ex.1104,urn:cts:greekLit:tlg0363.tlg009.hc01:6.10,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.1105,urn:cts:greekLit:tlg0363.tlg009.hc01:6.10,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.1106,urn:cts:greekLit:tlg0363.tlg009.hc01:6.10,urn:cite:ptolemy:geotype.4
