Urn,Site,Lon,Lat
urn:cite:ptolemy:lonlat.pt_ll_5592,'Drepsa mētropolis (Δρέψα μητρόπολις)',68.860743499999998,36.716936500000003
urn:cite:ptolemy:lonlat.pt_ll_5659,'Segodounon (Σεγόδουνον)',2.5741329999999998,44.350785000000002
urn:cite:ptolemy:lonlat.pt_ll_5670,'Metapontion (Μεταπόντιον)',16.825233650000001,40.383627249999996
urn:cite:ptolemy:lonlat.pt_ll_570,'Segisa (Σέγισα)',-1.4187289999999999,38.239102000000003
urn:cite:ptolemy:lonlat.pt_ll_5703,'Trikka (Τρίκκα)',21.782997999999999,39.568904000000003
urn:cite:ptolemy:lonlat.pt_ll_5880,'Panopolis (Πανόπολις)',31.746075000000001,26.565878000000001
urn:cite:ptolemy:lonlat.pt_ll_5917,'Tlō (Τλώ)',29.422152999999998,36.552470999999997
urn:cite:ptolemy:lonlat.pt_ll_678,'Bourdigala (Βουρδίγαλα)',-0.57653299999999996,44.837204999999997
urn:cite:ptolemy:lonlat.pt_ll_687,'Tasta (Τάστα)',0.102529,43.861601
urn:cite:ptolemy:lonlat.pt_ll_689,'Augoustonemeton (Αὐγουστονέμετον)',3.0857700000000001,45.778730000000003
urn:cite:ptolemy:lonlat.pt_ll_691,'Lougdounon kolōnia (Λούγδουνον κολωνία)',4.8194815000000002,45.758865999999998
urn:cite:ptolemy:lonlat.pt_ll_713,'Ingena (Ἴνγενα)',-1.3583290000000001,48.686506000000001
urn:cite:ptolemy:lonlat.pt_ll_728,'Lougdounon mētropolis (Λούγδουνον μητρόπολις)',0.57131100000000001,43.026707000000009
urn:cite:ptolemy:lonlat.pt_ll_760,'Rhouphiniana (Ῥουφινιάνα)',8.0783287000000001,49.555028599999993
urn:cite:ptolemy:lonlat.pt_ll_765,'Augousta Rhaurikōn (Αὐγούστα Ῥαυρικῶν)',7.7223110000000004,47.533225999999992
urn:cite:ptolemy:lonlat.pt_ll_791,'Massalia polis (Μασσαλία πόλις)',5.3824990000000001,43.296854000000003
urn:cite:ptolemy:lonlat.pt_ll_792,'Tauroention (Ταυροέντιον)',5.8032729999999999,43.074395000000003
urn:cite:ptolemy:lonlat.pt_ll_794,'Olbia polis (Ὀλβία πόλις)',6.1224999999999996,43.080832999999998
urn:cite:ptolemy:lonlat.pt_ll_797,'Antipolis (Ἀντίπολις)',7.1209020000000001,43.580587000000001
urn:cite:ptolemy:lonlat.pt_ll_799,'Illiberis in Gallia Narbonensis',2.972194,42.599218
urn:cite:ptolemy:lonlat.pt_ll_801,'Tolōsa Kolōnia (Tolosa) in Gallia Narbonensis',1.443246,43.604174999999998
urn:cite:ptolemy:lonlat.pt_ll_803,'Karkasō (Carcaso) in Gallia Narbonensis',2.3640759999999998,43.205841999999997
urn:cite:ptolemy:lonlat.pt_ll_804,'Baitirai (Baetirae) in Gallia Narbonensis',3.2179409999999997,43.341676499999998
urn:cite:ptolemy:lonlat.pt_ll_805,'Narbōn kolōnia (Narbo) in Gallia Narbonensis',3.004203,43.183616499999999
urn:cite:ptolemy:lonlat.pt_ll_805,'Narbōn kolōnia (Ναρβὼν κολωνία)',3.004203,43.183616499999999
urn:cite:ptolemy:lonlat.pt_ll_807,'Nemauson kolōnia (Νέμαυσον κολωνία)',4.354989053846154,43.83866463076923
urn:cite:ptolemy:lonlat.pt_ll_812,'Aouenniōn kolōnia (Avennio) in Gallia Narbonensis',4.8066120000000003,43.950668
urn:cite:ptolemy:lonlat.pt_ll_813,'Arausiōn (Arausio) in Gallia Narbonensis',4.8073930000000002,44.138047999999998
urn:cite:ptolemy:lonlat.pt_ll_814,'Kabelliōn (Cabellio) kolÅnia in Gallia Narbonensis',5.0341659999999999,43.829884999999997
urn:cite:ptolemy:lonlat.pt_ll_814,'Kabelliōn kolōnia (Καβελλιὼν κολωνία)',5.0341659999999999,43.829884999999997
urn:cite:ptolemy:lonlat.pt_ll_815,'Tarouskōn (Tarusco) in Gallia Narbonensis',4.6625249999999996,43.807937000000003
urn:cite:ptolemy:lonlat.pt_ll_816,'Glanon (Γλανόν)',4.8328670000000002,43.773471000000001
urn:cite:ptolemy:lonlat.pt_ll_817,'Arelaton (Arelatum) kolōnia in Gallia Narbonensis',4.6307989999999997,43.677616
urn:cite:ptolemy:lonlat.pt_ll_818,'Hudata Sextia kolōnia (Aquae Sextiae) in Gallia Narbonensis',5.4454099999999999,43.526232
urn:cite:ptolemy:lonlat.pt_ll_820,'Ouasiōn (Vasio) in Gallia Narbonensis',5.0746440000000002,44.238241999999993
urn:cite:ptolemy:lonlat.pt_ll_823,'Dinia (Diniae) in Gallia Narbonensis',6.2314249999999998,44.090921000000002
urn:cite:ptolemy:lonlat.pt_ll_864,'Mariōnis/(Marianae) in Germania',4.75,43.25
urn:cite:ptolemy:lonlat.pt_ll_866,'Koinoēnon/(Koinyra) in Germania',24.761704999999999,40.6711405
urn:cite:ptolemy:lonlat.pt_ll_873,'Rhougion/(Rugii) in Germania',15.5,48.5
